nombre,pais,ciudad_zona,direccion,telefono,email,web,tipo,cp,estado_origen,notas
Marimorena Barcelona,España,,"Carrer de Loreto, 24, 08029 Barcelona",934109405,info@marimorenabcn.com,https://marimorenabcn.com,Restaurante,,investigated,"Tiene terraza exterior pequeña; capacidad aproximada de 50 comensales entre sala y calle. Sentimiento muy positivo, resaltando la calidad del producto de proximidad y la cocina de autor. Punto fuerte para tecnología: gestión de inventario y escandallos; punto débil: ya cuentan con digitalización avanzada (reservas y web optimizada)."
Bar Frankfurt Horta,España,,"Carrer del Tajo, 15, 08032 Barcelona",+34 934271515,,,Frankfurt,,investigated,"Tiene terraza exterior en plaza; local pequeño de alta rotación (capacidad aprox. 40 pax). Sentimiento muy positivo (4.4/5), clientes valoran la rapidez, calidad de los bocadillos y ubicación. Venta tech: Imprescindible comanderos para agilizar la terraza, aunque el perfil tradicional requiere soluciones muy sencillas."
Cafetería HD,España,,"Carrer de Loreto, 7, 08029 Barcelona",934191310,,,Cafetería,,investigated,"Tiene terraza exterior; es un local de barrio de tamaño pequeño-mediano con capacidad moderada. El sentimiento de las reseñas es muy positivo, destacando su ambiente familiar y trato rápido. Punto fuerte: potencial para digitalizar procesos tradicionales; punto débil: perfil conservador que puede resistirse a inversiones tecnológicas complejas."
Restaurante Chiku-Sui,España,,"Carrer de Loreto, 21, 08029 Barcelona",934103405,,,Restaurante Japonés,,investigated,"No tiene terraza. Local pequeño y tradicional con capacidad para unos 30 comensales. Sentimiento muy positivo basado en autenticidad y calidad-precio. Punto fuerte para venta: carece de web y sistema de reservas online, lo que ofrece una oportunidad clara en digitalización básica."
Sete,España,,"Carrer de Bailèn, 154, 08037 Barcelona",934578481,info@restaurantesete.com,https://www.restaurantesete.com,Restaurante,,investigated,Tiene terraza pequeña; local de tamaño reducido y ambiente íntimo (aprox. 30-40 pax). Reseñas excelentes enfocadas en la calidad de producto y su cuidada bodega. Punto fuerte: herramientas de gestión de stock y vinos; punto débil: posible rechazo a la automatización invasiva por su enfoque artesanal.
Burger King Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 28 22,,https://www.burgerking.es,Restaurante,,investigated,Sin terraza exterior (ubicado en food court); local amplio de gran capacidad y alta rotación. Reseñas mixtas (media 3.5/5): críticas por lentitud en horas punta y falta de limpieza ocasional. Venta tecnológica: ideal para soluciones de agilización de pedidos (Kioskos/App); debilidad: entorno saturado difícil de intervenir.
Bruc33 Tapas,España,,"Carrer del Bruc, 33, 08009 Barcelona",+34 931 64 36 01,info@bruc33.com,https://bruc33.com/,Bar de Tapas,,investigated,"Tiene terraza exterior; local de tamaño medio con capacidad para unos 40-50 comensales. El sentimiento de las reseñas es muy positivo, destacando la calidad de las tapas y el buen servicio. Punto fuerte: alta rotación turística ideal para sistemas de pago rápido; débil: espacio físico limitado para hardware voluminoso."
Bar Plaza,España,,"Carrer de Binéfar, 10, 08020 Barcelona",+34 933 14 77 44,,,Bar,,investigated,"Tiene terraza exterior pequeña; local de barrio de dimensiones reducidas y gestión familiar. Reseñas mayoritariamente positivas centradas en el trato cercano y tapeo. Gestión muy tradicional: buena oportunidad para TPV básico, pero reacio a soluciones tecnológicas complejas o costosas."
Bar Florida,España,,"Carrer de Sant Adrià, 150, 08030 Barcelona",+34 933 46 72 31,,,Bar de Copas,,investigated,Tiene terraza exterior pequeña. Local de barrio de dimensiones reducidas (aprox. 20-30 pax) con reseñas muy positivas por su trato familiar y tapas. Punto fuerte: optimizar gestión de cobros y comandas en horas punta; punto débil: perfil muy tradicional con probable resistencia a la inversión tecnológica.
Catacroquet,España,,"C/ de los Almogàvers, 211, 08005 Barcelona",+34932809059,info@catacroquet.com,https://catacroquet.com,Restaurante,,investigated,"Dispone de amplia terraza exterior y capacidad media-grande ideal para grupos. El sentimiento de las reseñas es muy positivo, destacando la calidad del producto y el ambiente. Su alta rotación favorece la venta de soluciones de agilidad operativa, aunque ya muestran una digitalización avanzada."
Restaurante Un Capítol Xines,España,,"Carrer de Consell de Cent, 403, 08013 Barcelona",+34 932 466 220,,,Restaurante,,investigated,"Terraza exterior pequeña; local de dos niveles con capacidad para unas 50-60 personas. Sentimiento muy positivo basado en autenticidad y precio, con críticas puntuales por tiempos de espera. Punto fuerte: digitalización de comandas para agilizar su alta rotación; debilidad: perfil de gestión tradicional."
Restaurante Vegetariano Arco Iris,España,,"Carrer de Roger de Flor, 216, 08013 Barcelona",+34 934 582 283,info@restaurante-arcoiris.com,https://www.restaurante-arcoiris.com,Restaurante,,investigated,"No tiene terraza; local de tamaño medio para unos 40 comensales. Reseñas muy positivas, valorado como un clásico familiar de comida casera y saludable. Punto fuerte para tecnología: optimizar la alta rotación del menú diario; punto débil: gestión muy tradicional y arraigada."
Bar Los Pajaritos,España,,"Carrer de la Conca de Tremp, 14, 08032 Barcelona",+34 934291414,,,Bar,,investigated,"Tiene terraza exterior pequeña; local de barrio con capacidad aproximada para 30-40 personas. Sentimiento muy positivo, destacando el trato familiar, la rapidez y la calidad de sus tapas caseras. Punto fuerte: alta fidelización de clientes locales; punto débil: gestión muy tradicional y nula presencia digital."
Monster Sushi,España,,"C. de Muntaner, 155, 08036 Barcelona",+34934885078,muntaner@monstersushi.es,https://www.monstersushi.es,Restaurante Japonés,,investigated,"Dispone de terraza en acera; capacidad media (aprox. 60 pax) con alta rotación y ambiente concurrido. Reseñas muy positivas que destacan la calidad premium del producto y el diseño del local. Ideal para tecnología de optimización operativa por su alto volumen, aunque probablemente ya cuenten con sistemas avanzados de gestión."
7 Portes,España,,"Passeig d'Isabel II, 14, 08003 Barcelona",+34933193033,comercial@7portes.com,https://7portes.com,Restaurante,,investigated,"Tiene terraza bajo los soportales; es un local de gran envergadura con múltiples salones y capacidad superior a 300 comensales. El sentimiento es muy positivo como referente histórico de arroces, aunque con críticas ocasionales por ser demasiado turístico. Oportunidad tecnológica en gestión de altos volúmenes y reservas complejas; debilidad en la posible resistencia al cambio por su perfil tradicional."
El rincón del Bierzo,España,,"Rambla de Prim, 120, 08020 Barcelona",+34 933 13 15 15,rinconbierzo@prim.com,,Bar Restaurante,,investigated,"Tiene terraza exterior en la rambla. Capacidad media para unos 45 comensales sumando interior y mesas fuera. Reseñas positivas destacando raciones y trato familiar. Oportunidad en gestión digital de comandas en terraza, pero con posible resistencia por ser un negocio de perfil muy tradicional."
Bar Stop,España,,"Carrer del Treball, 160, 08020 Barcelona",+34 933 13 58 44,,,Bar,,investigated,"Tiene terraza pequeña. Local de barrio con capacidad reducida (aprox. 25 pax) y reseñas muy positivas sobre sus tapas y trato familiar. Punto fuerte: alta fidelidad de clientes locales; punto débil: gestión tradicional que requiere soluciones tecnológicas sencillas, económicas y de uso muy intuitivo."
Bar El Encuentro,España,,"Carrer de Llobregós, 50, 08032 Barcelona",+34 934295050,,,Bar,,investigated,"Tiene terraza exterior; local de barrio pequeño (aprox. 25 pax). Reseñas positivas destacando el trato familiar y precios ajustados. Perfil muy tradicional con baja digitalización, lo que dificulta soluciones complejas pero abre hueco para TPVs modernos o gestión de pedidos."
Bodega Lluís,España,,"Carrer del Segre, 32, 08030 Barcelona",+34 933 11 44 23,bodegalluis@santandreu.com,,Bodega,,investigated,"Tiene terraza exterior pequeña; local tradicional de barrio con capacidad para unas 30 personas. Sentimiento muy positivo basado en su autenticidad, vermut y tapas. Punto débil: perfil muy tradicional (""old-school""); punto fuerte: nula presencia digital y potencial para optimizar la gestión de comandas."
La Paradeta Barceloneta,España,,"Carrer Comercial, 7, 08003 Barcelona",+34932681939,info@laparadeta.com,https://www.laparadeta.com,Restaurante,,investigated,"No dispone de terraza; es un local de gran capacidad (+100 pax) con alta rotación de clientes. Sentimiento positivo por la calidad-precio, pero crítico con las largas colas y el ruido ambiental. Punto fuerte para tecnología: sistemas de gestión de colas y autopedido para agilizar su proceso manual."
Bar Restaurante Loreto,España,,"Carrer de Loreto, 26, 08029 Barcelona",934102928,,,Bar Restaurante,,investigated,"Tiene terraza exterior. Capacidad media (aprox. 40 pax) con ambiente tradicional y reseñas muy positivas sobre su menú casero y trato. Oportunidad tecnológica: negocio clásico sin presencia digital (sin web), ideal para ofrecer herramientas de gestión sencillas que modernicen su operativa familiar."
Bar El Chispazo,España,,"Carrer de Sant Adrià, 114, 08030 Barcelona",+34 933 45 90 23,,,Bar,,investigated,"Tiene terraza exterior; es un local pequeño de barrio con capacidad limitada. Reseñas mayoritariamente positivas que destacan su ambiente familiar y tapas económicas. Su punto débil para vender tecnología es el perfil muy tradicional y poco digitalizado, requiriendo soluciones sencillas de bajo coste."
Pizzeria Ciao,España,,"Carrer de Bailèn, 142, 08037 Barcelona",934570618,,,Pizzería,,investigated,Tiene terraza pequeña (4 mesas) y aforo interior reducido para unos 25 comensales. Reseñas excelentes (4.7) que destacan la autenticidad italiana y el trato cercano. Oportunidad: carecen de web propia y pedidos directos; debilidad: perfil de negocio tradicional muy manual.
El Vaso de Oro,España,,"Carrer de Balboa, 6, 08003 Barcelona",+34933193098,,https://vasodeoro.com,Bar,,investigated,"No tiene terraza; es un local estrecho y alargado con barra icónica para unas 40 personas máximo. Sentimiento excelente, valorado como lugar de culto por su cerveza artesana y tapeo de calidad. Venta tecnológica: ideal para agilizar comandas por su alta rotación, pero difícil por su estilo muy tradicional y falta de espacio para hardware."
Frankfurt Nou Barris,España,,"Passeig de Fabra i Puig, 334, 08016 Barcelona",933512233,,,Bar,,investigated,"Tiene terraza exterior; es un local tradicional de tamaño pequeño-medio (aprox. 30 pax). El sentimiento es muy positivo, destacando la rapidez y calidad-precio. Punto fuerte para tecnología: agilizar cobros por alta rotación; punto débil: perfil de gestión muy tradicional y familiar."
Bar Restaurante Los Arcos,España,,"Carrer de l'Escultor Ordóñez, 35, 08016 Barcelona",933522211,,,Bar Restaurante,,investigated,Tiene terraza exterior. Capacidad media (aprox. 35 pax) con ambiente de barrio tradicional. Reseñas mayormente positivas que destacan el menú diario y trato familiar. Oportunidad: implantación de comanderos digitales; debilidad: gestión muy analógica y falta de presencia web.
La Tagliatella Som Multiespai,España,,"Av. de Rio de Janeiro, 42, 08016 Barcelona",+34933544400,info@latagliatella.es,https://www.latagliatella.es,Restaurante Italiano,,investigated,"Dispone de terraza y gran capacidad (más de 150 comensales). Sentimiento positivo por ambiente y raciones, pero con quejas por lentitud en picos de trabajo. Punto débil: procesos tecnológicos centralizados por franquicia; punto fuerte: alta necesidad de herramientas de agilidad operativa y gestión de colas."
Restaurante El Portón,España,,"Carrer de Piferrer, 45, 08016 Barcelona",933541100,reservas@elporton.es,http://www.elporton.es,Restaurante,,investigated,Tiene terraza exterior y capacidad media (aprox. 50 pax). Reseñas positivas que destacan el trato familiar y el menú diario. Oportunidad en digitalizar comandas para agilizar el servicio; barrera en su estilo de gestión muy tradicional.
Pizzería Da Marco,España,,"Carrer de Loreto, 12, 08029 Barcelona",933221087,,,Pizzería,,investigated,Tiene terraza exterior. Capacidad media para unos 40-50 comensales. Reseñas muy positivas destacando la autenticidad italiana y el trato. Punto fuerte para vender tecnología: carecen de web y reservas online; punto débil: gestión familiar tradicional.
Boro Bar,España,,"Carrer del Consell de Cent, 373, 08009 Barcelona",+34 935 32 28 69,info@borobar.es,https://borobar.es/,Gastrobar,,investigated,Tiene terraza en calle peatonal; capacidad media para unos 50-60 comensales. Reseñas muy positivas centradas en comida creativa y buen servicio. Venta tecnológica: ideal para sistemas de pedidos ágiles en terraza y gestión avanzada de reservas por su alta ocupación.
Sartenes y Ollas,España,,"Carrer de la Diputació, 410, 08037 Barcelona",931771255,,,Restaurante,,investigated,Tiene terraza pequeña; aforo interior reducido (aprox. 35 pax). Reseñas positivas destacando comida casera y trato familiar. Punto débil: gestión tradicional poco digitalizada; punto fuerte: alta rotación de menús diarios ideal para agilizar cobros y pedidos.
Koh Barcelona,España,,"C/ de Quintana, 19, 08005 Barcelona",+34932504981,info@kohbarcelona.com,https://kohbarcelona.com,Restaurante Asiático,,investigated,"Dispone de terraza pequeña; capacidad aproximada de 40 comensales con un local de dimensiones reducidas. Sentimiento muy positivo, destacando la calidad del ramen, los baos y un servicio atento. Fortaleza: alta rotación y demanda de reservas requieren agilidad digital; Debilidad: espacio físico muy limitado para hardware voluminoso."
Taco Bell Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 21 00,atencionalcliente@tacobell.es,https://tacobell.es,Restaurante,,investigated,"No tiene terraza propia (ubicado en centro comercial con zona común); capacidad media de alta rotación. Sentimiento mixto: críticas frecuentes por lentitud en el servicio y errores en pedidos, valorando positivamente el precio. Oportunidad tecnológica: sistemas de optimización operativa y gestión de colas para solucionar su principal debilidad en tiempos de espera."
Local 225,España,,"C/ del Doctor Trueta, 225, 08005 Barcelona",+34930107722,,,Bar,,investigated,"Tiene terraza exterior; capacidad para unas 40 personas (local pequeño-mediano de barrio). Sentimiento muy positivo basado en el trato familiar y la calidad de su comida casera. Ideal para vender agilidad en comandas y pagos por su volumen de menús diarios, aunque su perfil tradicional es una barrera para tecnología compleja."
El Xampanyet,España,,"Carrer de Montcada, 22, 08003 Barcelona",+34933197465,,,Bar,,investigated,"No tiene terraza. Local pequeño, icónico y muy concurrido con alta rotación de clientes. Sentimiento muy positivo por su autenticidad y calidad, aunque critican las aglomeraciones y esperas. Fuerte para soluciones de pagos rápidos o gestión de colas; débil por su carácter extremadamente tradicional y poco espacio físico."
Restaurante El Racó de la Verneda,España,,"Carrer de Menorca, 17, 08020 Barcelona",+34 933 13 41 85,info@racodelaverneda.com,http://www.racodelaverneda.com,Restaurante,,investigated,"Dispone de terraza exterior; capacidad media (aprox. 50-60 comensales) en un local tradicional de barrio muy concurrido. Sentimiento muy positivo, destacando la excelente relación calidad-precio del menú diario y el trato familiar. Punto fuerte: alta rotación en horas punta ideal para comandas digitales; Punto débil: digitalización básica y web obsoleta."
The Terrace - Hotel Barcelona Princess,España,,"Av. Diagonal, 1, 08019 Barcelona",+34 933 56 10 00,reservas.barcelona@princess-hotels.com,https://www.hotelbarcelonaprincess.com,Restaurante/Bar,,investigated,"Tiene dos amplias terrazas (plantas 3 y 23) con gran capacidad para eventos. Sentimiento muy positivo por las vistas y el ambiente, aunque critican lentitud ocasional en el servicio. Oportunidad tecnológica: agilidad de pedidos en exteriores; debilidad: burocracia en la toma de decisiones por ser cadena."
Bar Avenida,España,,"Carrer del Doctor Pi i Molist, 12, 08016 Barcelona",933534455,,,Bar,,investigated,"Tiene terraza exterior; local de barrio pequeño-mediano (capacidad aprox. 30-40 personas). Sentimiento general positivo, valorado por su carácter tradicional y trato cercano. Oportunidad tecnológica: ideal para comanderas móviles o digitalización de pagos debido a su gestión mayoritariamente analógica."
El Racó del Clínic,España,,"C. de Villarroel, 173, 08036 Barcelona",+34934511082,info@elracodelclinic.com,https://www.elracodelclinic.com,Cocina de mercado,,investigated,"Tiene una pequeña terraza exterior y capacidad para unos 50 comensales incluyendo un reservado. El sentimiento es excelente, destacando su gastronomía creativa y de alta calidad. Punto fuerte para tecnología de reservas y CRM de clientes VIP; el punto débil es un enfoque tradicional donde la tecnología no debe deshumanizar el servicio."
Restaurante O'Chispa,España,,"Carrer de Varsòvia, 72, 08041 Barcelona",934330105,ochispa@hotmail.com,,Restaurante,,investigated,"Tiene terraza exterior y capacidad para unos 45-50 comensales. El sentimiento de las reseñas es muy positivo, destacando su cocina gallega y buen servicio. Punto fuerte para tecnología: carecen de web y reserva online; punto débil: gestión tradicional que podría resistirse a digitalización compleja."
Poke House L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",936317762,info@pokehouse.es,https://pokehouse.es,Restaurante,,investigated,"Sin terraza (interior de centro comercial). Local pequeño de alta rotación (~20-30 personas). Reseñas positivas en frescura y rapidez, negativas en precio. Punto fuerte: optimización de pedidos digitales; punto débil: decisiones de software centralizadas por ser franquicia internacional."
Chez Cocó,España,,"Av. Diagonal, 465, 08036 Barcelona",+34934157457,info@chezcoco.es,https://www.chezcoco.es,Rôtisserie / Grill,,investigated,Posee una amplia terraza ajardinada y gran capacidad (aprox. 150 pax) con reseñas muy positivas sobre su decoración y carnes asadas. Punto fuerte para tecnología: Necesidad de gestión ágil de comandas en múltiples zonas y terraza; Punto débil: Perfil de lujo que prioriza el servicio tradicional sobre la automatización.
Bar Los Maños,España,,"Carrer del Bruc, 72, 08009 Barcelona",+34 934 87 33 21,,,Bar de barrio,,investigated,"Tiene una terraza pequeña a pie de calle y capacidad reducida (aprox. 30-40 personas). El sentimiento es muy positivo, destacando su carácter tradicional, trato familiar y buena relación calidad-precio. Punto débil: gestión muy clásica y analógica; punto fuerte: ubicación estratégica concurrida ideal para digitalizar pagos o pedidos."
El 58,España,,"Rambla del Poblenou, 58, 08005 Barcelona",+34936013914,,,Bar de Tapas,,investigated,"Tiene terraza en la Rambla y patio interior; capacidad media-alta con gran rotación. Sentimiento muy positivo, destacando sus tapas creativas y calidad-precio. Oportunidad tecnológica en gestión de colas y agilidad de pedidos debido a su alta afluencia y esperas recurrentes."
Maya Copán Bar y Restaurante,España,,"Carrer de Dante Alighieri, 52, 08032 Barcelona",+34 931868352,,,Restaurante,,investigated,Tiene pequeña terraza exterior y capacidad para unos 35-40 comensales. Reseñas muy positivas por la autenticidad y generosidad de su comida hondureña. Ventaja comercial: carece de presencia digital y web propia; debilidad: perfil de negocio familiar de barrio con presupuesto posiblemente ajustado.
L'Arrosseria de Villarroel,España,,"C. de Villarroel, 170, 08036 Barcelona",+34934515555,info@larrosseria.com,https://www.larrosseria.com,Arrocería,,investigated,"Tiene terraza exterior y capacidad media para unos 60-70 comensales. Sentimiento general muy positivo, destacando la calidad de sus arroces y el servicio eficiente. Punto fuerte para tecnología: gestión de reservas y rotación de mesas; punto débil: perfil tradicional que requiere soluciones integradoras y poco intrusivas."
Bambú Beach Bar,España,,"Av. del Litoral s/n (Platja de Llevant), 08005 Barcelona",+34933091291,info@panteagroup.es,https://panteagroup.es/bambu,Chiringuito / Restaurante,,investigated,"Posee una amplia terraza a pie de playa con gran capacidad para eventos y alta rotación. El sentimiento es mixto: elogian la ubicación y ambiente, pero critican la lentitud del servicio y precios elevados. Punto fuerte para tecnología: herramientas de movilidad (comanderos) y QR para agilizar la operativa en picos de demanda estacionales."
Amaltea,España,,"Carrer de Girona, 80, 08009 Barcelona",+34 934 58 35 55,info@restauranteamaltea.es,,Restaurante Vegetariano,,investigated,"Sin terraza significativa (solo mesas puntuales en acera). Capacidad media para unos 50 comensales en un local acogedor de dos niveles. Sentimiento muy positivo, destacando su menú saludable y relación calidad-precio. Punto fuerte para tecnología: optimización de reservas y digitalización del menú diario ante la falta de web propia."
Sant Andreu Jabugo,España,,"Plaza Palmeres, 5, 08030 Barcelona",+34 653 57 45 11,jabugosantandreu@gmail.com,,Bar de Tapas,,investigated,Tiene terraza amplia en la plaza; local interior pequeño con gran capacidad exterior (aprox. 40-50 personas). Sentimiento positivo centrado en tapas tradicionales y trato cercano. Punto fuerte: Necesidad de comanderas móviles para agilizar el servicio en la terraza debido a la distancia con la barra.
Tapas 24,España,,"Carrer de la Diputació, 269, 08009 Barcelona",+34 934 88 09 77,info@carlesabellan.com,https://www.carlesabellan.com/,Bar de Tapas,,investigated,"Tiene terraza; capacidad media (~60 pax) con local interior estrecho y bullicioso. Sentimiento muy positivo por calidad gastronómica, pero crítico por largas colas y precios. Punto fuerte: soluciones de gestión de esperas y agilidad de cobro; punto débil: marca de autor muy consolidada."
Reial Club de Tenis Barcelona 1899,España,,"Carrer de Bosch i Gimpera, 5, 08034 Barcelona",+34 932 03 78 52,rctb1899@rctb1899.es,https://www.rctb1899.es,Club Restaurante,,investigated,"Tiene amplias terrazas con vistas; gran capacidad en restaurante y zonas de eventos para socios. El sentimiento es excelente, destacando exclusividad y calidad de servicio. Punto fuerte: alto presupuesto y necesidad de digitalización para socios; punto débil: estructura de club tradicional y toma de decisiones lenta."
Risto Pizza Pecora Nera,España,,"Carrer de Teodor Llorente, 23, 08041 Barcelona",933519133,info@pecoranerabcn.com,https://pecoranerabcn.com,Restaurante Italiano,,investigated,"Tiene terraza pequeña; capacidad media de unos 35 comensales con ambiente acogedor. Sentimiento muy positivo (4.6★), destacando la autenticidad y calidad de sus pizzas. Punto fuerte: ya usan reservas online y delivery; punto débil: local pequeño con margen de inversión tecnológica limitado."
El Menjador de la Beckett,España,,"C/ de Pere IV, 228, 08005 Barcelona",+34664695008,,,Restaurante / Cafetería,,investigated,Tiene terraza; capacidad aproximada de 80-100 personas en un local amplio y diáfano. Reseñas muy positivas que destacan su estética y el menú diario. Oportunidad tech en agilizar pedidos durante picos pre-teatro; posible barrera por gestión vinculada a una fundación cultural.
Bar Restaurante Gallego,España,,"Carrer de Sant Iscle, 18, 08016 Barcelona",933511122,,,Bar Restaurante,,investigated,"Tiene terraza exterior. Capacidad pequeña-media, típica de bar de barrio (aprox. 25-35 comensales). Sentimiento muy positivo: destacan la calidad de la comida casera gallega, raciones generosas y trato cercano. Gestión muy tradicional y analógica; oportunidad de venta en digitalización de comandas y pagos para agilizar el servicio en horas punta."
Restaurante Chinese City,España,,"Carrer de Cantàbria, 15, 08020 Barcelona",+34 933 13 22 11,chinese.city@08020.es,,Restaurante Chino,,investigated,"Tiene terraza exterior; local de barrio con capacidad media (aprox. 40-50 comensales). Sentimiento general aceptable por su rapidez y relación calidad-precio, con críticas al servicio. Oportunidad tech: nula presencia digital (sin web ni reservas online); debilidad: gestión familiar muy tradicional."
Restaurante El Puma,España,,"Carrer de Varsòvia, 48, 08041 Barcelona",934354226,restauranteelpuma@gmail.com,,Restaurante,,investigated,"Dispone de terraza; es un local de barrio de tamaño pequeño-medio (aprox. 35 pax) con reseñas muy positivas sobre su comida casera y trato. El sentimiento es de alta fidelidad, ideal para vender herramientas de gestión de reservas o digitalización básica dado su perfil tradicional y falta de web."
Frankfurt Guinardó,España,,"Avinguda de la Mare de Déu de Montserrat, 47, 08041 Barcelona",934366298,,,Bar Frankfurt,,investigated,"Dispone de terraza exterior; local de tamaño pequeño-mediano con distribución clásica de barra larga y mesas altas. Reseñas muy positivas con gran fidelidad de clientes que valoran la rapidez, calidad del producto y trato familiar. Punto fuerte: alta rotación que requiere agilidad en cobros y pedidos; punto débil: perfil tradicional que podría mostrar resistencia a digitalización compleja."
Casa Carmen Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 29 18,diagonalmar@casacarmen.es,https://casacarmen.es,Restaurante,,investigated,Dispone de terraza exterior. Capacidad alta (aprox. 150 comensales) con gran rotación de mesas. Sentimiento positivo por relación calidad-precio y diseño; negativo por lentitud y falta de personal en horas punta. Oportunidad tecnológica en sistemas de gestión de colas y comanderas digitales para optimizar la eficiencia del servicio.
Restaurante El Racó,España,,"Carrer d'Entença, 218, 08029 Barcelona",934107141,,,Restaurante,,investigated,"Tiene terraza exterior pequeña; capacidad aproximada de 35-40 comensales (local mediano). Sentimiento positivo, destacando la calidad del menú diario casero y el trato familiar. Venta tecnológica: Oportunidad en agilizar comandas/pagos por alto volumen de mediodía; debilidad por gestión muy tradicional y nula presencia digital."
Restaurante Candela,España,,"Carrer de Sicilia, 250, 08013 Barcelona",+34 934 589 832,,,Restaurante,,investigated,"Tiene terraza exterior; capacidad media para unos 40-50 comensales. Sentimiento positivo general, destacando su comida casera y trato familiar. Punto fuerte: ubicación con gran afluencia; punto débil: baja digitalización (sin web) y gestión de estilo tradicional."
El Tap Barcelona,España,,"Carrer de Constança, 8, 08029 Barcelona",934195155,info@eltap.cat,http://eltap.cat,Bar de Tapas,,investigated,"Tiene terraza exterior; local de tamaño medio especializado en 12 tiradores de cerveza artesana. Sentimiento muy positivo (4.6/5), valorando su oferta gastronómica y ambiente cercano. Ideal para software de gestión de inventario y menús digitales por su alta rotación de barriles; posible reticencia por ser un negocio de gestión tradicional."
InterTapa,España,,"Avinguda de Gaudí, 14, 08013 Barcelona",+34 934 507 013,intertapa@intertapa.com,https://intertapa.com,Restaurante/Bar,,investigated,"Tiene terraza amplia en avenida peatonal; capacidad media-alta (aprox. 80-100 pax). Sentimiento mixto-positivo: valoran ubicación y vistas, pero critican lentitud y precios turísticos. Punto clave para venta tecnológica: optimización de comandas (PDA) para agilizar el servicio en terraza y herramientas de gestión de reputación online."
Restaurante Londres 90,España,,"C. de Londres, 90, 08036 Barcelona",+34934145678,,,Menú del día,,investigated,Tiene terraza exterior; capacidad mediana-pequeña (aprox. 40 pax). Sentimiento positivo centrado en la calidad del menú diario y el trato cercano. Punto fuerte: agilizar rotación en horas punta; Punto débil: perfil tradicional con baja digitalización previa.
Restaurante La Mamma,España,,"C/ Gran de Sant Andreu, 212, 08030 Barcelona",+34 933 45 09 88,lamamma@restaurante.es,,Restaurante Italiano,,investigated,"Tiene terraza exterior; capacidad media (aprox. 40 comensales) en un local tradicional de barrio. Reseñas mayoritariamente positivas resaltando calidad-precio y ambiente familiar, con quejas por lentitud en horas punta. Punto fuerte: no tienen web ni digitalización visible, ideal para ofrecer sistemas de reservas, pedidos online y gestión de flujo de clientes."
McDonald's Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 15 15,,https://www.mcdonalds.es,Restaurante,,investigated,"Dispone de terraza exterior y gran capacidad (más de 150 comensales). Sentimiento mixto: valoran la ubicación, pero critican la lentitud y falta de limpieza en horas punta. Punto fuerte: necesidad de optimizar flujos por alto tráfico; Débil: decisiones tecnológicas centralizadas por la matriz."
Purobeach Barcelona,España,,"Passeig del Taulat, 262, 08019 Barcelona",+34 935 07 00 92,info.barcelona@purobeach.com,https://www.purobeach.com,Beach Club/Restaurante,,investigated,"Sí, tiene una amplia terraza exterior con piscina y zona lounge. Capacidad aproximada para más de 200 personas entre hamacas y restaurante. Sentimiento mixto: elogian las vistas y el ambiente, pero critican frecuentemente la lentitud del servicio y los precios elevados. Punto fuerte para tecnología: alta necesidad de sistemas de gestión de pedidos móviles y optimización de cobros para solucionar las quejas por demoras en un espacio tan extenso."
100 Montaditos Heron City,España,,"Avinguda de Rio de Janeiro, 42, 08016 Barcelona",932765038,info@100montaditos.com,https://100montaditos.com,Bar,,investigated,"Cuenta con terraza amplia y capacidad media-alta (~100 pax). Sentimiento mixto: valoran el precio pero critican las colas y falta de personal en horas punta. Punto fuerte para tecnología de autopedido o gestión de turnos, aunque limitado por ser franquicia y operar con márgenes bajos."
Bodega Joan,España,,"C. de Rosselló, 164, 08036 Barcelona",+34934531028,info@bodegajoan.com,https://www.bodegajoan.com,Bodega / Brasería,,investigated,"Sí tiene terraza; local de gran capacidad con salones amplios para grupos. El sentimiento es muy positivo, destacando la calidad de su comida tradicional y carnes. Punto fuerte para tecnología: su alto volumen de rotación y clientela requiere sistemas eficientes de reservas y gestión de pedidos."
Taverna de Sarrià,España,,"Carrer de Santa Amèlia, 15, 08034 Barcelona",+34 932 03 56 51,,,Bar,,investigated,"Tiene terraza exterior. Capacidad media-baja, ambiente tradicional y acogedor. Sentimiento positivo por calidad de comida, aunque critican esperas puntuales. Fuerte: Digitalización de comandas para agilizar servicio. Débil: Perfil de gestión tradicional y poco digitalizado."
La Selva,España,,"Carrer de Girona, 7, 08009 Barcelona",+34 933 28 55 90,info@laselvabcn.com,https://laselvabcn.com/,Steakhouse,,investigated,"Tiene terraza. Capacidad media-alta (~100 pax) con espacios temáticos. Sentimiento muy positivo por su estética y carnes. Venta tech: oportunidad en optimización de operaciones por alto volumen, aunque ya poseen sistemas avanzados de reservas."
